artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,mood_1
Keane,With Or Without You - Jo Whiley Show - BBC Live Session,0.345,0.717,107.647,0.0334,0.914,2.05E-05,4,0.394,2,210733,-12.042,0.0524,1,Yearning
Phosphorescent,Sugaree,0.883,0.178,174.014,0.101,0.0126,0.235,3,0.304,4,299720,-6.25,0.728,1,Sentimental
Matt Kivel,Permanence,0.333,0.0753,105.445,0.029,0.0645,0.0603,4,0.622,5,253907,-10.504,0.306,1,Sad
The Clash,The Guns of Brixton,0.616,0.108,97.398,0.0816,0.00565,0.177,4,0.738,7,189933,-9.509,0.684,1,Cool
New Order,Bizarre Love Triangle,0.918,0.0918,118.472,0.0502,0.0783,0.801,4,0.617,10,261400,-5.192,0.932,1,Excited
Saliva,Click Click Boom,0.937,0.129,95.961,0.0495,0.00324,0.000294,4,0.609,6,252933,-2.912,0.515,1,Defiant
Wolfgang Amadeus Mozart,"Vorrei spiegarvi, oh Dio, K.418",0.0823,0.114,97.673,0.0539,0.976,0.134,3,0.298,9,398280,-18.406,0.055,1,Tender
Jim-E Stack,Deadstream,0.74,0.37,124.017,0.0385,0.0359,0.856,4,0.699,9,267090,-7.674,0.487,1,Energetic
Hamilton,I'm Not The Only One - Acoustic Version,0.226,0.106,81.917,0.0367,0.964,2.81E-06,4,0.516,6,213659,-11.222,0.176,1,Sophisticated
Joyce Manor,Falling in Love Again,0.936,0.14,177.422,0.0797,0.00175,4.81E-06,4,0.335,2,148120,-2.056,0.481,1,Defiant
Alice Shields,The Transformation Of Ani,0.29,0.114,170.77,0.492,0.955,0.0281,3,0.287,6,544613,-21.921,0.0434,1,Sensual
The Heydaze,Hurt Like Hell,0.802,0.105,98.074,0.0809,0.00182,1.42E-05,4,0.596,2,197955,-4.794,0.312,1,Energetic
"Artists Of Then, Now & Forever",Forever Country,0.698,0.0925,89.998,0.0399,0.413,1.69E-05,4,0.2,7,242480,-5.873,0.144,1,Energetic
Night Beds,Tide Teeth,0.355,0.114,83.131,0.0371,0.423,0.0153,4,0.207,7,246760,-10.232,0.282,1,Sad
First Aid Kit,Emmylou - Spotify Sessions,0.647,0.826,94.948,0.039,0.142,0.00616,4,0.336,6,304227,-7.718,0.222,1,Sentimental
Burzum,Det Som En Gang Var,0.846,0.395,125.138,0.0789,0.00154,0.76,4,0.17,1,861507,-12.466,0.0381,1,Aggressive
Dwight Yoakam,These Arms,0.874,0.0949,111.923,0.0352,0.526,0.000151,4,0.496,9,237533,-4.197,0.644,1,Energetic
Franz Joseph Haydn,"Symphony No.94 In G Major, Hob.I:94 - ""Surprise"": 1. Adagio - Vivace assai",0.177,0.0722,130.14,0.0378,0.966,0.728,4,0.378,2,565267,-17.441,0.187,1,Tender
Brandi Carlile,The Story,0.5,0.109,93.621,0.026,0.0325,3.78E-06,4,0.544,11,238493,-8.253,0.205,1,Energetic
Bernard Allison,Chills & Thrills,0.657,0.0563,116.175,0.0429,0.00357,0.0179,4,0.723,2,275733,-5.372,0.82,1,Yearning
Droptek,Rupture,0.915,0.0925,174.056,0.0578,0.000112,0.541,4,0.552,1,273116,-3.038,0.25,1,Energetic
Isbells,Elation,0.275,0.0738,82.528,0.0461,0.851,0.0022,4,0.563,8,210573,-12.969,0.231,1,Gritty
The Stanley Clarke Band,Pop Virgil,0.799,0.171,134.973,0.0608,0.0299,0.844,4,0.745,9,197720,-6.134,0.492,1,Cool
Steppenwolf,Born To Be Wild,0.71,0.221,145.928,0.0919,0.262,0.537,4,0.438,2,210373,-12.412,0.531,1,Energetic
Billy Joel,Just the Way You Are,0.455,0.138,139.126,0.037,0.699,7.87E-06,4,0.582,7,288760,-9.023,0.47,1,Easygoing
Gregory Alan Isakov,Amsterdam,0.429,0.115,152.054,0.0283,0.921,0.133,3,0.554,3,198640,-12.51,0.536,1,Sad
Kacy & Clayton,Seven Yellow Gypsies,0.427,0.0857,171.95,0.034,0.769,0.000843,4,0.356,6,190360,-11.084,0.317,1,Sad
Traffic,Hole In My Shoe - Stereo Version,0.736,0.36,101.229,0.0518,0.318,0.000555,4,0.51,11,169000,-8.654,0.39,1,Sad
Nando Lauria,Sonho (Dream),0.211,0.15,142.224,0.0397,0.978,0.87,3,0.24,2,352600,-21.173,0.339,1,Romantic
Croatia Squad,The D Machine - Radio Mix,0.62,0.143,120.982,0.0513,0.0543,0.455,4,0.787,1,215553,-5.442,0.533,1,Energetic
U2,With Or Without You,0.485,0.0939,109.913,0.027,0.000128,0.318,4,0.546,2,295200,-9.424,0.102,1,Energetic
The Black Eyed Peas,My Humps,0.688,0.111,123.929,0.223,0.12,4.05E-06,4,0.8,4,326960,-5.987,0.611,1,Defiant
Frdric Chopin,"Berceuse, Op. 57",0.0141,0.143,65.017,0.0473,0.989,0.939,4,0.312,1,251533,-35.464,0.0642,1,Tender
Billy Ocean,"Get Outta My Dreams, Get into My Car",0.911,0.336,117.146,0.0402,0.0788,1.18E-05,4,0.663,4,284507,-6.447,0.91,1,Excited
Benjamin Godard,"Violin Concerto No. 2 in G Minor, Op. 131: II. Adagio quasi andante",0.109,0.111,167.234,0.0506,0.937,0.24,4,0.12,2,467387,-21.99,0.0541,1,Serious
Lo Delibes,"Lakm / Act 1: ""Viens, Mallika, ... Dme pais""",0.0428,0.364,107.604,0.0423,0.974,1.49E-05,3,0.299,11,358733,-24.246,0.0597,1,Sad
Mumford & Sons,I Will Wait,0.776,0.203,131.004,0.0349,0.0155,0.00314,4,0.477,1,276720,-5.056,0.424,1,Energetic
The Jam,In The City,0.883,0.295,177.733,0.0587,0.00071,1.76E-05,4,0.336,7,138200,-6.965,0.852,1,Excited
The Black Keys,Weight of Love,0.547,0.104,151.468,0.0322,0.03,0.888,4,0.282,2,410187,-8.621,0.135,1,Sad
La India,Nunca Voy A Olvidarte,0.759,0.0925,173.841,0.0464,0.607,0.00742,4,0.539,6,297120,-6.094,0.695,1,Easygoing
Rev. Blind Gary Davis,Cross And Evil Woman Blues,0.0976,0.266,146.461,0.0611,0.989,0.0472,3,0.586,4,182047,-17.64,0.851,1,Excited
Dwele,Open Your Eyes,0.378,0.0755,94.938,0.039,0.259,0.000942,4,0.583,2,201267,-9.619,0.299,1,Energetic
Paul Hindemith,"Symphony ""Mathis der Maler"": I. Engelkonzert (Angelic Concert)",0.0568,0.0821,99.485,0.042,0.952,0.809,4,0.204,7,564800,-23.832,0.0387,1,Serious
Keston Cobblers Club,Wildfire,0.76,0.296,131.993,0.037,0.167,0.0442,4,0.551,5,232800,-7.886,0.445,1,Energetic
Steven Price,Emma,0.435,0.0662,120.003,0.0399,0.522,0.911,4,0.409,10,155827,-15.328,0.0759,1,Serious
Pete Seeger,"Oh, Susanna",0.397,0.31,137.893,0.0603,0.953,0.00493,4,0.53,4,77520,-10.352,0.762,1,Energetic
Brian McKnight,Anytime,0.433,0.0454,129.832,0.0317,0.023,0.00133,4,0.758,6,273438,-8.607,0.519,1,Sensual
Rancid,Corruption,0.986,0.749,165.924,0.0627,0.000181,1.95E-06,4,0.262,1,87800,-3.871,0.299,1,Defiant
Italian Restaurant Music of Italy,Italian Tango,0.0606,0.109,98.331,0.06,0.993,0.92,4,0.612,9,109413,-18.831,0.369,1,Tender
Cliff Edwards,When You Wish Upon a Star - From Walt Disney's ''Pinocchio'',0.292,0.387,93.414,0.0363,0.953,0.0327,3,0.23,2,195187,-12.563,0.0853,1,Sentimental
Lily Allen,"Somewhere Only We know - Live From Spotify, London",0.33,0.736,76.71,0.0357,0.891,3.42E-05,4,0.349,10,227927,-8.65,0.153,1,Energetic
Ludwig van Beethoven,"Adelaide, Op. 46",0.0854,0.0842,132.378,0.0414,0.993,0.0212,4,0.371,10,329266,-22.033,0.293,1,Romantic
The Greeting Committee,Hands Down,0.641,0.223,100.39,0.034,0.393,0.0036,4,0.43,4,257693,-7.027,0.291,1,Energetic
Al Green,Let's Stay Together,0.273,0.0526,101.952,0.0573,0.606,0.0168,4,0.746,5,199400,-16.63,0.509,1,Sensual
Asphyx,It Came From the Skies,0.982,0.253,137.441,0.105,2.61E-06,0.917,4,0.189,7,209827,-6.109,0.117,1,Aggressive
Geographer,Verona,0.714,0.0934,120.021,0.0341,0.125,0.0032,4,0.63,1,302387,-6.269,0.274,1,Sad
The Cowsills,"The Rain, The Park & Other Things - Single Version",0.712,0.457,131.73,0.0564,0.704,0.00602,4,0.373,11,183107,-9.261,0.606,1,Energetic
Baccara,"Yes Sir, I Can Boogie",0.817,0.0997,122.787,0.0978,0.0739,2.23E-06,4,0.468,2,275200,-6.147,0.499,1,Energetic
Diplomats of Solid Sound,Soul Connection,0.627,0.143,109.057,0.0298,0.104,3.18E-05,4,0.654,2,149293,-6.137,0.798,1,Yearning
Michael Jackson,I Just Can't Stop Loving You - 2012 Remaster,0.467,0.0295,100.139,0.0341,0.667,1.92E-06,4,0.657,5,251760,-8.925,0.274,1,Energetic
Spiral Life,Garden,0.974,0.34,101.038,0.0636,0.000568,0.026,4,0.387,9,327173,-6.411,0.333,1,Defiant
Johannes Brahms,"Rhapsody In B Minor, Op.79, No.1",0.108,0.122,86.247,0.0437,0.991,0.902,4,0.255,6,513500,-19.628,0.0776,1,Sentimental
Rebecca Ferguson,Nothing's Real but Love,0.494,0.0516,144.17,0.0391,0.53,1.18E-06,4,0.449,8,173627,-5.368,0.382,1,Energetic
Francis Poulenc,Sonata for Cello and Piano: II. Cavatine,0.00924,0.0849,77.307,0.0448,0.988,0.909,4,0.13,6,386507,-27.853,0.0366,1,Serious
Ryan Adams,Lucky Now,0.34,0.094,120.301,0.0418,0.671,0.000107,4,0.599,8,172187,-12.081,0.349,1,Energetic
Jared & The Mill,Keep Me Going,0.688,0.114,169.493,0.0368,0.0137,2.30E-05,4,0.366,2,208953,-6.84,0.455,1,Energetic
Italian Restaurant Music of Italy,Italian Song,0.408,0.114,81.018,0.0373,0.904,0.906,4,0.37,3,148880,-12.571,0.419,1,Easygoing
Amalthea,Harm,0.625,0.111,120.046,0.0393,0.00155,0.79,3,0.49,1,504560,-7.984,0.062,1,Sad
Elvis Presley,Burning Love,0.722,0.345,143.547,0.0283,0.121,0.00662,4,0.668,2,169680,-11.641,0.97,1,Energetic
Airbourne,Breakin' Outta Hell,0.993,0.167,172.081,0.168,5.63E-05,0.801,4,0.427,2,232425,-2.732,0.228,1,Energetic
The 1975,The City,0.964,0.0953,95.003,0.0807,9.81E-05,0.000938,4,0.488,5,206882,-4.796,0.638,1,Defiant
CHVRCHES,The Mother We Share,0.717,0.404,174.047,0.0324,0.0384,6.25E-06,4,0.461,1,190160,-5.109,0.322,1,Energetic
Paolo Ugoletti,"Concerto for Soprano Saxophone, Piano and String Orchestra: I. First Movement",0.391,0.0934,88.937,0.0357,0.924,0.802,3,0.233,7,576000,-11.52,0.0372,1,Energetic
Argent,Hold Your Head Up,0.488,0.319,89.279,0.0261,0.3,0.128,4,0.502,7,377560,-12.265,0.725,1,Gritty
12th Planet,Skinny Pigs,0.967,0.0988,150.115,0.256,0.00129,0.389,4,0.628,1,217600,-1.295,0.155,1,Energetic
Orbital,Chime [Live Style radio mix],0.982,0.211,136.97,0.043,9.34E-05,0.915,4,0.6,8,259173,-5.821,0.331,1,Energetic
Axel Boy,Be the One,0.97,0.184,128.235,0.201,0.012,2.65E-06,4,0.485,1,282753,-5.118,0.353,1,Energetic
Bruce Springsteen,Straight Time,0.0343,0.141,85.876,0.0353,0.793,0.000198,5,0.297,2,205573,-22.334,0.214,1,Gritty
Animals As Leaders,An Infinite Regression,0.903,0.138,131.768,0.108,0.000123,0.812,5,0.404,2,205853,-6.237,0.331,1,Aggressive
Bruno Merz,Emmeline,0.125,0.0773,128.086,0.0377,0.725,0.0122,4,0.621,4,250373,-19.178,0.12,1,Sad
Grouplove,Ways To Go,0.827,0.26,101.031,0.0365,0.00338,0.000647,4,0.577,7,215520,-7.54,0.169,1,Sensual
Travis Tritt,High Time for Gettin' Down,0.864,0.491,166.069,0.0923,0.573,1.48E-06,4,0.545,9,163173,-5.349,0.933,1,Energetic
Philippe de Monte,Missa super mon coeur se recomande: Sanctus,0.104,0.103,86.168,0.0394,0.97,0.00729,4,0.125,1,190000,-21.61,0.0599,1,Peaceful
My Morning Jacket,Rocket Man,0.286,0.105,120.316,0.0295,0.517,0.0374,4,0.558,3,299827,-9.572,0.123,1,Energetic
Richard Wagner,"Tannhuser - Paris Version / Act 3: ""O du, mein holder Abendstern""",0.0184,0.0984,70.511,0.0411,0.966,0.0327,3,0.194,7,180640,-31.486,0.0399,1,Sad
Black Sabbath,The Wizard,0.682,0.307,100.646,0.111,0.0335,0.000231,4,0.394,9,262747,-11.972,0.367,1,Energetic
Levi Parham,These American Blues,0.701,0.0379,126.902,0.0268,0.0239,0.00501,4,0.701,7,197413,-9.805,0.963,1,Energetic
Bjonr,Fade Into You,0.639,0.108,120.07,0.0331,0.00127,0.00326,4,0.61,9,228250,-6.091,0.094,1,Romantic
Silverchair,Tomorrow - Remastered,0.714,0.102,151.412,0.0316,0.000658,0.000109,3,0.292,2,266280,-4.919,0.459,1,Defiant
Calabrese,Voices Of The Dead,0.933,0.264,107.974,0.0706,6.15E-05,3.20E-05,4,0.304,2,162133,-4.253,0.47,1,Aggressive
Jason Aldean,Dirt Road Anthem,0.739,0.12,127.04,0.0352,0.32,2.36E-06,4,0.677,2,229413,-5.068,0.646,1,Yearning
TNGHT (Hudson Mohawke x Lunice),Higher Ground,0.761,0.134,160.738,0.233,0.598,0.127,4,0.711,6,199343,-7.267,0.526,1,Yearning
Ella Henderson,Ghost,0.836,0.0797,104.987,0.0425,0.0464,3.13E-06,4,0.682,9,216107,-3.777,0.486,1,Excited
Sergei Rachmaninoff,"Cello Sonata in G Minor, Op. 19: III. Andante",0.015,0.0635,90.11,0.0373,0.987,0.86,4,0.176,3,392320,-26.949,0.0392,1,Tender
Spraynard,Applebee's Bar,0.915,0.148,126.022,0.0534,0.0315,0.0118,4,0.511,1,125064,-2.972,0.76,1,Excited
Mad Zach,Falling Into The Mine,0.967,0.322,97.139,0.439,0.0224,0.0434,4,0.625,9,267216,-5.348,0.249,1,Aggressive
Caitlin Rose,Only A Clown,0.875,0.201,131.993,0.0515,0.0118,0.0166,4,0.496,4,217867,-5.158,0.675,1,Energetic
Nirvana,Heart-Shaped Box,0.666,0.095,203.118,0.0651,0.203,0.0177,4,0.255,1,281160,-10.23,0.274,1,Sad
Marshmello,Home,0.885,0.0621,145.06,0.0431,0.00551,0.805,4,0.562,8,228414,-3.096,0.679,1,Energetic
Billie Holiday,The Very Thought Of You,0.122,0.246,100.842,0.108,0.994,0.00024,4,0.607,3,165560,-12.679,0.401,1,Energetic
Carl Philipp Emanuel Bach,"Symphony in E-Flat Major, Wq. 179: I. Prestissimo",0.157,0.172,152.503,0.0412,0.96,0.788,4,0.279,2,262787,-19.609,0.255,1,Tender
Gregory Alan Isakov,Second Chances,0.325,0.113,154.452,0.0305,0.943,0.0436,3,0.376,4,229227,-9.936,0.246,1,Yearning
Venom,Black Metal,0.758,0.291,80.601,0.0556,0.000918,6.84E-06,4,0.291,1,221693,-12.103,0.448,1,Defiant
Subtact,Restart,0.838,0.222,154.993,0.06,0.0111,0.619,4,0.636,11,249974,-5.46,0.722,1,Excited
Antonio Vivaldi,"Nulla in mundo pax, R.630: 1. Nulla in mundo pax (Larghetto)",0.15,0.168,97.598,0.0446,0.876,0.0028,4,0.29,3,407320,-14.909,0.0963,1,Tender
Lori McKenna,Wreck You,0.229,0.442,134.307,0.03,0.18,0.000173,4,0.479,9,198187,-13.581,0.324,1,Energetic
Molly Drake,Little Weaver Bird,0.105,0.165,111.527,0.0925,0.991,0.000465,4,0.596,6,108658,-20.374,0.329,1,Sad
Laid Back,Sunshine Reggae - Original Mix '82,0.79,0.0769,167.816,0.0432,0.101,0.00657,4,0.704,8,257667,-5.756,0.932,1,Yearning
Foy Vance,She Burns,0.403,0.0985,124.901,0.0483,0.718,0.00242,4,0.73,4,229227,-10.146,0.49,1,Yearning
The Flaming Lips,With You,0.307,0.107,128.714,0.0335,0.0051,0.0152,4,0.355,9,218733,-15.433,0.284,1,Sentimental
Gramatik,Muy Tranquilo,0.621,0.175,89.926,0.0524,0.24,0.0299,4,0.641,7,233755,-3.88,0.76,1,Energetic
Steve Roach,Infinite Shore,0.273,0.112,79.458,0.0413,0.731,0.91,3,0.0734,6,467000,-19.013,0.0386,1,Sad
Gustav Mahler,Symphony No. 1 in D Major: IV. Strmisch bewegt,0.0775,0.321,105.807,0.0384,0.816,0.54,4,0.209,1,1255933,-21.011,0.0438,1,Serious
Richard Strauss,"4 Letzte Lieder (4 Last Songs), TrV 296: No. 4. Im Abendrot",0.0406,0.256,88.686,0.0418,0.986,0.741,4,0.0982,3,460600,-27.973,0.0305,1,Romantic
Murcof,camino,0.283,0.114,152.087,0.0357,0.765,0.873,4,0.664,9,450053,-15.76,0.0799,1,Sensual
Andy Moor,Year Zero (Kajis 2.0 Remix),0.55,0.322,130.002,0.11,0.00011,0.13,4,0.633,7,433856,-6.808,0.433,1,Energetic
Giacomo Puccini,"Turandot, Act III: ""Nessun dorma""",0.23,0.117,73.73,0.036,0.895,4.58E-05,3,0.245,2,172667,-11.959,0.103,1,Romantic
Ozzy Osbourne,Crazy Train,0.903,0.348,137.272,0.0587,0.0187,0.00114,4,0.465,9,289467,-4.628,0.601,1,Defiant
Thomas Dolby,She Blinded Me With Science,0.748,0.076,128.708,0.0416,0.113,0.108,4,0.796,9,221267,-11.465,0.974,1,Sad
Shirley Temple,Polly-Wolly-Doodle,0.521,0.154,91.458,0.41,0.995,0.00643,4,0.669,2,113267,-10.237,0.969,1,Easygoing
James Taylor,Carolina In My Mind,0.267,0.132,74.899,0.0348,0.118,0.000562,4,0.579,4,238573,-15.11,0.341,1,Energetic
Imogen Heap,Half Life,0.127,0.358,109.681,0.0374,0.958,2.33E-05,4,0.678,1,241747,-16.847,0.36,1,Energetic
Vader,This Is The War,0.996,0.255,129.693,0.0993,1.54E-05,0.0748,4,0.287,8,169560,-0.624,0.083,1,Aggressive
Orange Goblin,Sabbath Hex,0.872,0.166,105.665,0.0606,6.61E-06,0.000742,4,0.22,7,287147,-6.687,0.326,1,Aggressive
Sander van Doorn,Daddyrock - Arty Remix,0.924,0.0463,129.994,0.206,2.81E-05,0.926,4,0.759,7,454733,-5.365,0.0389,1,Excited
Joanne Brackeen,Dreamers,0.261,0.137,115.136,0.0337,0.938,0.919,4,0.422,2,333000,-16.795,0.175,1,Sentimental
The Naked And Famous,Higher,0.765,0.579,91.988,0.0342,0.00663,5.27E-06,4,0.577,6,230747,-5.438,0.187,1,Excited
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0.863,0.0553,135.966,0.0894,0.133,0.0545,4,0.456,3,301227,-3.551,0.534,1,Energetic
Eric Clapton,Tears In Heaven,0.324,0.201,79.051,0.0246,0.842,0.00386,4,0.705,9,276867,-11.217,0.495,1,Energetic
Jean Sibelius,"Finlandia, Op. 26",0.188,0.0989,74.637,0.0392,0.933,0.887,4,0.181,8,507973,-19.208,0.0407,1,Serious
Jon Hopkins,Elegiac,0.279,0.0679,126.977,0.0287,0.638,0.885,4,0.651,3,384133,-14.753,0.331,1,Sensual
Paul Geremia,Devil Got My Woman,0.265,0.109,92.64,0.03,0.865,0.000585,4,0.497,7,267733,-14.094,0.44,1,Gritty
Goldmund,Angel,0.218,0.0955,121.902,0.0433,0.875,0.909,1,0.25,9,129037,-20.306,0.22,1,Peaceful
Strawbs,Autumn: Heroine's Theme/Deep Summer's Sleep/The Winter Long,0.414,0.196,111.15,0.0281,0.315,0.414,4,0.325,9,510093,-10.583,0.262,1,Sad
Missy Mazzoli,Heartbreaker,0.242,0.0913,140.481,0.0398,0.98,0.866,4,0.286,1,283680,-18.159,0.0444,1,Sensual
Tony Bennett,I've Got the World On a String,0.149,0.0953,185.723,0.0345,0.904,7.12E-06,3,0.327,5,172133,-15.029,0.193,1,Sentimental
OutKast,Prototype,0.377,0.111,75.995,0.0409,0.347,0.000328,4,0.645,9,326240,-7.424,0.188,1,Sensual
Townes Van Zandt,Lungs,0.34,0.729,96.893,0.0434,0.811,4.45E-06,4,0.542,2,154187,-13.937,0.529,1,Sentimental
George Frideric Handel,"Angels, Ever Bright And Fair",0.046,0.679,66.711,0.115,0.991,0.0003,4,0.215,3,257453,-26.047,0.0852,1,Tender
Crooked Still,Cold Mountains,0.321,0.107,113.64,0.0299,0.779,0.00437,4,0.544,4,193920,-11.251,0.442,1,Easygoing
Night Lovell,Louis V,0.556,0.487,120.06,0.148,0.161,3.68E-06,4,0.724,1,233932,-10.659,0.216,1,Yearning
M.I.A.,Bird Song - Diplo Remix,0.845,0.368,173.9,0.195,0.0947,0.033,4,0.65,5,202840,-4.707,0.594,1,Defiant
Friedrich Gulda,Concerto for Cello & Wind Band: Ii. Idylle,0.0118,0.0709,80.151,0.0467,0.972,0.847,3,0.154,10,450413,-31.067,0.0472,1,Peaceful
Milky Chance,Stolen Dance,0.566,0.0794,114.006,0.0364,0.411,0.000128,4,0.879,11,315693,-8.789,0.68,1,Cool
Bastian K.,One of Us - Radio Edit,0.693,0.0958,115.003,0.0361,0.00205,3.53E-06,4,0.779,6,227950,-6.352,0.512,1,Cool
George Frideric Handel,"Rinaldo: Act II, scene 4: Almirena : ""Lascia ch'io pianga""",0.0216,0.11,96.993,0.0503,0.959,0.00345,4,0.211,4,370533,-26.6,0.0472,1,Tender
Darren Korb,The Sole Regret,0.842,0.109,152.055,0.0777,0.609,0.897,4,0.664,9,147487,-6.106,0.0788,1,Sad
EXID,Hot Pink,0.962,0.375,107.008,0.0691,0.357,2.32E-06,4,0.769,1,200729,-1.812,0.699,1,Energetic
Flume,Tiny Cities (feat. Beck),0.684,0.092,71.049,0.0557,0.28,0.000307,4,0.531,6,236625,-4.718,0.364,1,Energetic
Linda Ronstadt,You're No Good,0.52,0.126,104.812,0.0345,0.245,0.00535,4,0.669,8,224027,-10.136,0.655,1,Energetic
Saliva,Family Reunion,0.93,0.249,180.025,0.0574,0.000111,0.196,4,0.457,6,219707,-4.384,0.569,1,Energetic
Trivium,In Waves,0.94,0.346,76.517,0.103,0.000211,0.0518,4,0.477,9,302467,-3.435,0.328,1,Aggressive
Miles Davis,Conception,0.402,0.392,129.781,0.0346,0.835,0.000438,4,0.381,5,240960,-16.073,0.692,1,Sentimental
Javiera Mena,Otra Era,0.888,0.151,101.989,0.0274,0.0196,0.183,4,0.534,2,244979,-6.327,0.614,1,Excited
Duke Ellington,It Don't Mean a Thing,0.381,0.0898,88.527,0.039,0.982,0.899,4,0.589,1,183427,-8.643,0.699,1,Energetic
Wolfgang Amadeus Mozart,"Die Zauberflte, K.620: Ouvertre",0.103,0.414,93.928,0.0363,0.981,0.819,4,0.323,3,361373,-17.799,0.151,1,Tender
Tycho,Slack,0.841,0.107,134.034,0.0367,0.00489,0.817,1,0.611,2,251712,-7.641,0.29,1,Sad
Soulitude,Welcome,0.968,0.35,102.481,0.067,0.00116,0.012,4,0.508,1,276230,-4.209,0.103,1,Energetic
Architects,A Match Made In Heaven,0.977,0.105,121.503,0.0741,4.97E-05,0.00129,4,0.517,7,228018,-4.627,0.137,1,Aggressive
Ben Howard,Only Love,0.485,0.119,80.493,0.119,0.331,0.00101,4,0.56,8,249173,-9.881,0.341,1,Energetic
Tony Bennett,Evenin',0.17,0.287,94.212,0.0363,0.878,0.00056,3,0.551,3,252707,-13.017,0.234,1,Sophisticated
Kwak Pureunhaneul,I Need You,0.261,0.11,109.982,0.0354,0.912,0.0113,3,0.597,11,249487,-12.158,0.0514,1,Defiant
Vern Blair Debate,Super Funk,0.424,0.104,123.098,0.0996,0.0407,0.0141,4,0.708,2,194933,-17.293,0.802,1,Energetic
Claude Debussy,"Images For Orchestra, L. 122: 1. Gigues",0.0395,0.0564,74.221,0.0397,0.959,0.863,4,0.196,1,449173,-25.813,0.0361,1,Serious
Queensrche,I Don't Believe In Love - 2003 Digital Remaster,0.991,0.425,118.004,0.0745,0.0373,1.14E-05,4,0.562,7,263560,-2.654,0.274,1,Energetic
Evian Christ,Salt Carousel,0.568,0.442,176.012,0.298,0.0019,0.79,4,0.416,11,238192,-7.587,0.184,1,Defiant
Wang Chung,Everybody Have Fun Tonight,0.84,0.055,128.743,0.0372,0.0858,1.81E-05,4,0.725,9,287960,-5.285,0.686,1,Energetic
Paul Reddick,Shadows,0.978,0.231,117.94,0.104,0.00804,2.71E-05,4,0.478,9,297360,-3.832,0.286,1,Energetic
Los Del Rio,Macarena - Bayside Boys Remix,0.93,0.0911,103.191,0.0534,0.237,1.57E-06,4,0.737,1,253107,-6.083,0.965,1,Energetic
Afrojack,Lunar - Edit,0.864,0.204,127.948,0.163,0.000942,0.00812,4,0.524,6,190000,-3.447,0.492,1,Excited
Alyxx Dione,Chingalinga,0.72,0.133,79.998,0.199,0.0546,9.71E-06,4,0.663,8,201835,-3.822,0.59,1,Sensual
Less Than Jake,All My Best Friends Are Metalheads,0.91,0.0992,92.179,0.107,0.0755,1.03E-06,4,0.582,4,211400,-4.566,0.72,1,Defiant
Eels,Parallels,0.273,0.0826,156.611,0.036,0.951,0.000329,4,0.501,7,195987,-13.816,0.481,1,Easygoing
AC/DC,Hard as a Rock,0.724,0.11,116.341,0.0324,0.0018,0.18,4,0.481,4,271000,-5.642,0.203,1,Energetic
The Lumineers,Flowers in Your Hair,0.609,0.227,127.463,0.0333,0.749,6.74E-05,4,0.67,7,109736,-10.088,0.571,1,Gritty
Giacomo Puccini,"""Donde lieta usc""",0.0988,0.0779,87.666,0.0421,0.974,0.000542,4,0.166,1,209933,-17.399,0.0362,1,Tender
Benjamin Britten,"Nocturnal after John Dowland, Op.70: V. March-like (Quasi una marcia)",0.0889,0.144,78.87,0.048,0.98,0.789,4,0.729,9,89280,-20.787,0.169,1,Gritty
William Lawes,The Royall Consort Sett No. 6 in D Major: I. Fantazy,0.116,0.146,136.032,0.0405,0.95,0.111,4,0.323,1,184747,-19.19,0.277,1,Romantic
Oyster Kids,Gum (Everybodys My Friend),0.848,0.304,120.032,0.0379,0.139,0.00135,4,0.742,6,182274,-5.265,0.938,1,Energetic
Toad The Wet Sprocket,Walk On The Ocean,0.502,0.332,183.237,0.0309,0.236,5.79E-06,3,0.395,6,178376,-8.328,0.329,1,Energetic
Band of Horses,Casual Party,0.801,0.334,130.131,0.0368,7.01E-05,3.30E-05,4,0.478,1,233613,-4.748,0.515,1,Defiant
Neidhart von Reuental,"Kint, Bereitet Iuch Der Sliten Uf Das Is ... Schlittenlied",0.237,0.186,109.319,0.0614,0.432,0.00674,4,0.447,5,272560,-22.863,0.23,1,Peaceful
Terence Trent D'Arby,Sign Your Name,0.421,0.0864,109.148,0.0511,0.202,4.94E-06,4,0.899,4,276533,-11.238,0.849,1,Cool
Richard Wagner,Overture [Tannhuser],0.202,0.237,77.634,0.0357,0.899,0.852,4,0.0952,11,892441,-13.972,0.0549,1,Serious
Norman Greenbaum,Spirit In The Sky,0.643,0.088,128.262,0.0314,0.112,0.00209,4,0.601,2,239600,-5.828,0.557,1,Energetic
The La's,There She Goes,0.761,0.207,122.777,0.0298,0.013,0.829,4,0.533,7,162187,-10.632,0.924,1,Energetic
Mumford & Sons,I Will Wait,0.735,0.213,131.234,0.0334,0.01,0.00794,4,0.485,1,276720,-5.929,0.444,1,Energetic
Dierks Bentley,Different For Girls,0.785,0.0854,91.975,0.0369,0.445,0.000266,4,0.661,4,180360,-5.623,0.365,1,Yearning
Trash Boat,Eleven,0.942,0.226,112.467,0.052,3.51E-05,0.815,4,0.457,9,180587,-3.153,0.343,1,Sad
